936708;AMCHAFIBRIN INYECTABLE 500MG 6 AMPOLLAS 5ML ;3,02;;
704775;AMERIDE 5/50 mg comprimidos , 20 comprimidos ;2,54;;
704783;AMERIDE 5/50 mg comprimidos , 60 comprimidos ;4,07;;
866236;AMIGNUL 12,5MG 4 COMPRIMIDOS RECUBIERTOS PELICULA ;31,30;;
866244;AMIGNUL 12,5MG 6 COMPRIMIDOS RECUBIERTOS PELICULA ;46,95;;
686477;AMPICILINA LLORENTE 250MG INYECTABLE ;0,64;;
686469;AMPICILINA LLORENTE 500MG INYECTABLE ;0,77;;
828327;AMPILEVEL 1 VIAL + 1 AMP POLVO Y DISOL SUSPEN INYE ;2,54;;
706713;AMPIPLUS 500MG 12 CAPSULAS ;2,36;;
865105;AMUNOVAX 1 INYECTABLE ;2,64;;
796433;ANACALCIT 5G/SOBRE 25 SOBRES POLVO ;11,51;;
796714;ANACALCIT 5G/SOBRE 50 SOBRES POLVO ;21,71;;
778308;ANACERVIX 30 CAPSULAS ;4,17;;
778340;ANACERVIX 60 CAPSULAS ;7,52;;
946764;ANACLOSIL 1G/VIAL 1 INYECTABLE ;2,30;;
946475;ANACLOSIL 500MG 12 CAPSULAS DURAS ;2,70;;
879270;ANACLOSIL 500MG 30 CAPSULAS DURAS ;5,60;;
946756;ANACLOSIL 500MG/VIAL 1 INYECTABLE 2,5ML ;1,29;;
707646;Anafranil 10 mg grageas, 50 grageas ;3,00;;
959825;ANAFRANIL 25 mg ampollas, 6 ampollas ;2,25;;
959833;Anafranil 25 mg grageas, 40 grageas ;3,20;;
695742;Anafranil 75 mg comprimidos laqueados ranurados, 28 comprimidos ;7,25;;
877076;ANALGIPLUS 20 COMPRIMIDOS RECUBIERTOS ;2,63;;
816264;ANASMA 25/125 MCG INHALADOR 120 APLICACIONES ;57,67;;
817684;ANASMA 25/250 MCG INHALADOR 120 APLICACIONES ;78,25;;
813089;ANASMA 25/50 MCG INHALADOR 120 APLICACIONES ;39,69;;
842898;ANASMA 50/100 ACCUHALER 60 ALVEOLOS POLVO INH ;44,10;;
842906;ANASMA 50/250 ACCUHALER 60 ALVEOLOS POLVO INH ;59,16;;
843029;ANASMA 50/500 ACCUHALER 60 ALVEOLOS POLVO INH ;79,84;;
764563;ANDROCUR 50MG 45 COMPRIMIDOS ;40,23;;
708396;ANESTESIA LOCAL BRAUN 2% S/A 3 AMP 10ML IY ;1,98;;
896852;ANESTESIA TOPIC BRAUN 1% C/A 1 VI 20ML SOL ;2,10;;
896860;ANESTESIA TOPIC BRAUN 1% S/A 1 VI 20ML SOL ;2,00;;
708446;ANEUROL 5/10 MG 20 GRAGEAS ;1,26;;
708453;ANEUROL 5/10 MG 50 GRAGEAS ;1,50;;
762344;ANGIODROX 120MG 30 CAPSULAS RETARD ;15,46;;
762419;ANGIODROX 120MG 60 CAPSULAS RETARD ;27,92;;
694364;ANGIODROX 180MG 30 CAPSULAS RETARD ;22,16;;
795104;ANGIODROX 180MG 60 CAPSULAS RETARD ;40,53;;
795138;ANGIODROX 300MG 30 CAPSULAS RETARD ;27,89;;
694380;ANGIODROX 90MG 30 CAPSULAS RETARD ;11,18;;
694372;ANGIODROX 90MG 60 CAPSULAS RETARD ;22,16;;
694216;ANSATIPIN 150MG 30 CAPSULAS ;94,51;;
709154;ANSIUM 5MG + 50MG 30 CAPSULAS ;2,82;;
914671;ANTABUS 250MG 40 COMPRIMIDOS ;4,83;;
906891;ANTAXONE 25MG 14 CAPSULAS ;20,68;;
906156;ANTAXONE 50MG 14 CAPSULAS ;38,85;;
906164;ANTAXONE 50MG 14 FRASCOS 20ML SOL ORAL ;40,03;;
655670;ANTAXONE 50MG 28 CAPSULAS ;43,18;;
733907;ANTIHISTAMINICO LLORENS COLIRIO 5 ML 2.5 MG ;1,19;;
658396;ANUAR 600 mg/400 UI comprimidos, 60 comprimidos ;10,16;;
656073;APIDRA 100U/ML SOLOSTAR 5 PLUMAS 3ML SOL INYECTABLE ;45,16;;
651458;APIDRA OPTISET 100UI/ML 5 PLUMAS PREC 3ML SOL INY ;45,16;;
709949;AP-INYECT CLORURO POTASICO IV 3 G 1 VIAL 20ML INY ;1,55;;
710129;APIR CLORURADO HIPERT IV 250ML 1 FRASCO INY ;1,82;;
710137;APIR CLORURADO HIPERT IV 500ML 1 FRASCO INY ;2,00;;
895946;APIR CLORURADO HIPERTONICO IV 1000ML 1 FRASCO INY ;2,31;;
979500;APIR GLUCOSADO ISOTONICO 5% 100ML 1 FRASCO VIDRIO ;1,61;;
710368;APIR GLUCOSADO ISOTONICO 5% 250ML 1 FRASCO ;1,83;;
710384;APIR GLUCOSADO ISOTONICO 5% 500ML 1 FRASCO ;2,04;;
979492;APIR GLUCOSADO ISOTONICO 5% 50ML 1 FRASCO VIDRIO ;1,59;;
710343;APIR GLUCOSADO ISOTONICO 5% FRASCO 1000 ML ;2,22;;
710483;APIR GLUCOSALINO 3.3% 0.3% 250 ML VIDRIO ;1,82;;
710509;APIR GLUCOSALINO 3.3% 0.3% 500 ML VIDRIO ;2,01;;
710475;APIR GLUCOSALINO 3.3% 0.3% FRASCO 1000 ML ;2,21;;
710616;APIR NORMAION RESTAURADOR 1000ML 1 FRASCO INY IV ;2,60;;
896332;APIR NORMAION RESTAURADOR 250ML 1 FRASCO INY IV ;1,85;;
710624;APIR NORMAION RESTAURADOR 500ML 1 FRASCO INY IV ;2,22;;
661265;APIREDOL 100 mg/ml solucion oral , 30 ml ;3,00;;
661266;APIREDOL 100 mg/ml solucion oral , 60 ml ;3,24;;
960294;APIRETAL 250MG 5 SUPOSITORIOS NINOS ;1,29;;
960302;APIRETAL 500MG 5 SUPOSITORIOS ADULTOS ;1,52;;
679639;APIRETAL CODEINA 120-12 MG/5 ML SOL 240ML ;3,00;;
979468;APIROSERUM CLORURADO SIMPLE 0,9% 100ML FRA VIDRIO ;1,61;;
710160;APIROSERUM CLORURADO SIMPLE 0,9% 250ML FRA VIDRIO ;1,82;;
979450;APIROSERUM CLORURADO SIMPLE 0,9% 50ML FRAS VIDRIO ;1,59;;
710145;APIROSERUM CLORURADO SIMPLE 0.9% 1000ML FRA VIDRIO ;2,22;;
710186;APIROSERUM CLORURADO SIMPLE 0.9% 500ML FRA VIDRIO ;1,98;;
896076;APIROSERUM GLUCOSALINO 1/5 250ML 1 FRAS INFUS IV ;1,89;;
896092;APIROSERUM GLUCOSALINO 1/5 500ML 1 FRAS INFUS IV ;2,21;;
896688;APIROSERUM RINGER LACTATO 1000ML 1 FRA SOL INYEC ;2,30;;
896670;APIROSERUM RINGER LACTATO 250ML 1 FRASCO SOL INYEC ;1,82;;
896399;APIROSERUM RINGER LACTATO 500ML 1 FRASCO SOL INYEC ;2,00;;
896373;APIROSERUM SOLUCION RINGER 1000ML FRA SOL INYEC ;2,30;;
896357;APIROSERUM SOLUCION RINGER 250ML 1 FRA SOL INYEC ;1,82;;
710657;APIROSERUM SOLUCION RINGER 500ML 1 FRA SOL INYEC ;1,98;;
859991;APOCARD 100MG 30 COMPRIMIDOS ;13,21;;
860213;APOCARD 100MG 60 COMPRIMIDOS ;25,58;;
703421;APO-GO PEN 10MG/ML 5 PLUMAS 3ML SOLUC INYECT ;164,79;;
753616;APROVEL 150MG 28 COMPRIMIDOS RECUBIERTOS PELICULA ;16,32;;
753541;APROVEL 75MG 28 COMPRIMIDOS RECUBIERTOS PELICULA ;14,72;;
658841;ARAFARMADOL 0,075 % CREMA, 30 g ;15,55;;
658842;ARAFARMADOL 0,075 % CREMA, 50 g ;20,68;;
848176;ARAVA 100MG 3 COMPRIMIDOS CUBIERTA PELICULAR ;32,42;;
848093;ARAVA 10MG 30 COMPRIMIDOS CUBIERTA PELICULAR ;73,48;;
848135;ARAVA 20MG 30 COMPRIMIDOS CUBIERTA PELICULAR ;86,45;;
806562;ARCENTAL 1% 60G CREMA ;2,93;;
656534;ARCOXIA 120 mg comprimidos recubiertos con pelicula , 7 comprimidos recubiertos ;8,62;;
660079;ARCOXIA 30mg comprimidos recubiertos con pelicula, 28 comprimidos ;28,31;;
656532;ARCOXIA 60 mg comprimidos recubiertos con pelicula, 28 comprimidos recubiertos ;31,25;;
656533;ARCOXIA 90 mg comprimidos recubiertos con pelicula,28 comprimidos recubiertos ;32,62;;
664060;ARICEPT 10MG 28 COMPRIMIDOS RECUBIERTOS ;112,07;;
664078;ARICEPT 5MG 28 COMPRIMIDOS RECUBIERTOS ;89,16;;
656446;ARICEPT FLAS 10 mg, comprimidos bucodispersbles, 28 comprimidos ;112,07;;
656444;ARICEPT FLAS 5 mg, comprimidos bucodispersbles, 28 comprimidos ;89,16;;
655896;ARIXTRA 1,5MG/0,3ML 7 JERINGAS PRECARG SOLUC INYEC ;62,84;;
650593;ARIXTRA 10MG/0,8ML 10 JER PREC SOLUC INY 0,8ML ;214,83;;
897983;ARIXTRA 2,5MG/0,5ML 10 JERINGAS PREC 2,5ML SOL INY ;132,75;;
